,Review,date,Location,Language,positive_score,negative_score,polarity_score
99,"['good', 'feel', 'home', 'this', 'place', 'even', 'walk', 'lil', 'bit', 'far', 'all', 'good', 'read', 'read', 'less']",2019-08-09,,en,2,0,2
100,"['likes', 'bed', 'comfortable', 'dislikes', 'staff', 'not', 'friendly', 'breakfast', 'not', 'very', 'good', 'bed', 'runner', 'some', 'marks', 'burning', 'something', 'like', 'cigarette', 'read', 'read', 'less']",2019-08-09,,en,5,2,3
101,"['great', 'location', 'our', 'stay', 'tick', 'tock', 'restaurant', 'okay', 'thank', 'read', 'read', 'less']",2019-08-09,,en,2,0,2
102,"['queen', 'size', 'bed', 'felt', 'like', 'full', 'otherwise', 'quite', 'pleasant', 'read', 'read', 'less']",2019-08-09,,en,2,0,2
103,"['need', 'staff', 'the', 'chk', 'my', 'wait', 'my', 'family', 'stood', 'car', 'very', 'underwhelming', 'took', 'entirely', 'long', 'read', 'read', 'less']",2019-08-09,New York,en,0,0,0
104,"['1st', 'knew', 'right', 'away', 'wouldn', 'be', 'staying', 'this', 'property', 'right', 'check', 'go', 'self', 'park', 'find', 'we', 'weren', 'given', 'code', 'gate', 'go', 'valet', 'get', 'code', 'go', 'get', 'our', 'room', 'mind', 'self', 'parking', 'our', 'room', 'completely', 'opposite', 'sides', 'hotel', 'property', 'next', 'realize', 'charged', 'parking', 'forgot', 'mention', 'we', 'handicap', 'tag', 'call', 'front', 'desk', 'explain', 'get', 'told', 'would', 'get', 'refund', 'the', 'card', 'put', 'file', 'sounds', 'great', 'problem', 'solved', 'next', 'day', 't', 'received', 'notification', 'the', 'refund', 'also', 'got', 'a', 'notice', 'our', 'car', 'going', 'get', 'towed', 'i', 't', 'a', 'parking', 'tag', 'the', 'dash', 'i', 't', 'given', 'anything', 'the', 'front', 'desk', 'i', 'go', 'talk', 'to', 'the', 'front', 'desk', 'our', 'morning', 'the', 'park', 'say', 'that', 'they', 'charge', 'handicap', 'end', 'giving', 'a', 'parking', 'tag', 'overall', 'it', 'worth', 'even', 'the', 'small', 'cost', 'the', 'stay', 'staying', 'this', 'property', 'disney', 'benefits', 'i', 'suggest', 'looking', 'a', 'disney', 'value', 'resort', 'the', 'inside', 'the', 'hotel', 'room', 'in', 'general', 'felt', 'damp', 'comforters', 'on', 'the', 'beds', 'both', 'damp', 'friendliness', 'the', 'staff', 'was', 'much', 'less', 'acceptable', 'i', 'not', 'enjoy', 'getting', 'wrong', 'information', 'a', 'threat', 'to', 'tow', 'vehicle', 'it', 'was', 'their', 'mistake', 'read', 'read', 'less']",2019-08-09,Panama City,en,9,4,5
105,"['stayed', 'groumd', 'floor', 'room', 'near', 'pool', 'have', 'say', 'a', 'hotel', 'word', 'disney', 'associated', 'is', 'most', 'disappointing', 'hotel', 'stayed', 'orlando', 'room', 'smelled', 'musty', 'ac', 'loud', 'frequently', 'went', 'almost', 'sound', 'proofing', 'the', 'door', 'and', 'outside', 'heard', 'every', 'child', 'pool', 'activity', 'overall', 'the', 'room', 'd', 'say', 'nothing', 'then', 'a', 'new', 'paint', 'job', 'read', 'read', 'less']",2019-08-09,,en,0,4,-4
106,"['staff', 'amazing', 'check', 'fast', 'check', 'very', 'accommodating', 'read', 'read', 'less']",2019-08-09,,en,2,0,2
107,"['room', 'not', 'clean', 'had', 'distinctive', 'unpleasant', 'smell', 'spider', 'web', 'the', 'corners', 'read', 'read', 'less']",2019-08-09,,en,2,2,0
108,"['room', 'decorated', 'nicely', 'comfy', 'bed', 'check', 'was', 'fine', 'one', 'person', 'working', 'would', 'made', 'great', 'read', 'more', 'read', 'less']",2019-08-09,,en,4,0,4
109,"['clean', 'staff', 'was', 'friendly', 'professional', 'read', 'read', 'less']",2019-08-09,,en,2,0,2
110,"['property', 'nice', 'neighborhood', 'restaurants', 'retail', 'shopping', 'easy', 'access', 'public', 'transportation', 'facility', 'twenty', 'minutes', 'laguardia', 'airport', 'convenient', 'long', 'day', 'travel', 'hotel', 'clean', 'check', 'easy', 'staff', 'ran', 'room', 'card', 'only', 'one', 'our', 'stay', 'fine', 'together', 'coming', 'going', 'did', 'tell', 'us', 'check', 'back', 'morning', 'our', 'check', 'didn', 'check', 'back', 'we', 'had', 'king', 'size', 'bed', 'our', 'room', 'comfortable', 'bathroom', 'was', 'small', 'you', 'had', 'wedge', 'corner', 'shut', 'open', 'door', 'but', 'shower', 'was', 'nice', 'sink', 'area', 'well', 'mirror', 'also', 'lit', 'without', 'the', 'main', 'light', 'well', 'was', 'nice', 'feature', 'nice', 'flat', 'screen', 'tv', 'mounted', 'the', 'wall', 'wardrobe', 'provided', 'there', 't', 'a', 'closet', 'we', 'made', 'use', 'a', 'corner', 'in', 'the', 'room', 'our', 'large', 'luggage', 'had', 'plenty', 'cubby', 'holes', 'clothing', 'shoes', 'breakfast', 'was', 'also', 'provided', 'every', 'morning', 'was', 'a', 'great', 'way', 'start', 'the', 'day', 'having', 'to', 'worry', 'food', 'a', 'good', 'part', 'of', 'the', 'day', 'the', 'only', 'negative', 'was', 'was', 'the', 'same', 'foods', 'everyday', 'in', 'a', 'buffet', 'style', 'overall', 'the', 'price', 'room', 'features', 'neighborhood', 'location', 'breakfast', 'would', 'stay', 'again', 'really', 'liked', 'that', 'there', 't', 'carpet', 'the', 'floor', 'either', 'read', 'read', 'less']",2019-08-09,,en,15,4,11
111,"['location', 'the', 'atyractions', 'excellent', 'could', 'done', 'shuttle', 'bus', 'times', 'staff', 'extremely', 'helpful', 'food', 'good', 'breakfast', 'could', 'had', 'variety', 'generally', 'very', 'good', 'stay', 'read', 'more', 'read', 'less']",2019-08-09,,en,5,0,5
112,"['everything', 'excellent', 'room', 'great', 'staff', 'excellent', 'all', 'amenities', 'perfect', 'thanks', 'everyone', 'one', 'making', 'stay', 'enjoyable', 'fun', 'read', 'read', 'less']",2019-08-09,,en,6,0,6
113,"['everything', 'looked', 'great', 'parking', 'bad', 'because', 'had', 'big', 'event', 'the', 'conference', 'area', 'the', 'event', 'over', 'was', 'plenty', 'parking', 'read', 'read', 'less']",2019-08-09,Ft. Lauderdale,en,1,1,0
114,"['liked', 'free', 'shuttle', 'airport', 'liked', 'close', 'airport', 'loved', 'the', 'swimming', 'pool', 'and', 'having', 'the', 'bamboo', 'lounge', 'attached', 'the', 'hotel', 'read', 'read', 'less']",2019-08-08,,en,4,0,4
115,"['hotel', 'very', 'nice', 'staff', 'professional', 'very', 'pleasant', 'accommodating', 'room', 'older', 'clean', 'it', 'would', 'been', 'better', 'there', 'least', 'one', 'shelf', 'the', 'bathroom', 'coffee', 'maker', 'the', 'room', 'would', 'also', 'been', 'nice', 'the', 'location', 'excellent', 'attending', 'events', 'at', 'madison', 'square', 'garden', 'a', 'short', 'walk', 'port', 'authority', 'arriving', 'bus', 'read', 'read', 'less']",2019-08-08,,en,6,0,6
116,"['hotel', 'staff', 'very', 'curteous', 'lobby', 'very', 'sleek', 'modern', 'room', 'nice', 'read', 'read', 'less']",2019-08-08,,en,3,0,3
117,"['enjoyed', 'stay', 'much', 'was', 'able', 'check', 'early', 'that', 'made', 'very', 'convenient', 'read', 'read', 'less']",2019-08-07,,en,2,0,2
118,"['amazing', 'place', 'gorgeous', 'facility', 'clean', 'pools', 'come', 'back', 'read', 'read', 'less']",2019-08-07,,en,3,0,3
119,"['property', 'amazing', 'has', 'many', 'great', 'things', 'do', 'kids', 'perfect', 'place', 'people', 'kids', 'no', 'kids', 'read', 'read', 'less']",2019-08-07,Chicago,en,3,0,3
120,"['was', 'really', 'comfortable', 'traveled', 'ny', 'the', 'first', 'time', 'myself', 'however', 'm', 'glad', 'select', 'hotel', 'they', 'very', 'kind', 'it', 'easy', 'foreigners', 'understand', 'they', 'said', 'read', 'read', 'less']",2019-08-07,,en,3,0,3
121,"['10年以上前にも泊まった事があるが', 'その頃から時が経った分ぼろくなっただけの印象', '立地を考えれば割安かもしれないが', '使いもしないフィットネス施設やビジネスセンター', '電話代をファシリティー費として取られるのは納得感が無い', 'どうせなら地下にあるランドリーコーナーを使えるようにしてほしい', 'read', 'read', 'less']",2019-08-07,,ja,0,0,0
122,"['great', 'location', 'food', 'tic', 'toc', 'excellent', 'staff', 'friendly', 'very', 'accommodating', 'read', 'read', 'less']",2019-08-07,Shreveport,en,3,0,3
123,"['wi', 'fi', 'so', 'slow', 'room', 'very', 'old', '网贼慢', '房间很老', 'read', 'read', 'less']",2019-08-07,,en,0,1,-1
124,"['picked', 'hotel', 'based', 'price', 'rating', 'distance', 'jfk', 'airport', 'room', 'limited', 'lighting', 'it', 'hard', 'getting', 'ready', 'morning', 'also', 'microwave', 'overall', 'was', 'pleased', 'the', 'hotel', 'all', 'the', 'shops', 'restaurants', 'around', 'read', 'read', 'less']",2019-08-07,,en,2,2,0
125,"['fridge', 'microwave', 'room', 'parking', '20', 'per', 'night', 'ridiculous', 'property', 'not', 'a', 'congested', 'area', 'it', 'just', 'straight', 'gouging', 'read', 'read', 'less']",2019-08-07,Oak Grove,en,0,2,-2
126,"['front', 'desk', 'not', 'nice', 'all', 'they', 'never', 'answer', 'phone', 'property', 'so', 'far', 'the', 'lobby', 'read', 'read', 'less']",2019-08-07,WPB,en,1,0,1
127,"['huge', 'property', 'lots', 'exploring', 'ideal', 'large', 'families', 'beautiful', 'read', 'read', 'less']",2019-08-06,,en,2,0,2
128,"['room', 'cleaning', 'better', 'the', 'bed', 'found', 'socks', 'big', 'bottles', 'water', 'read', 'read', 'less']",2019-08-06,,en,1,0,1
129,"['central', 'close', 'madison', 'squaer', 'garden', 'penn', 'station', 'rooms', 'small', 'very', 'clean', 'minor', 'issue', 'hallways', 'lobby', 'the', 'floors', 'dated', 'staff', 'helpful', 'polite', 'read', 'read', 'less']",2019-08-06,Sydney Australia,en,3,1,2
130,"['nice', 'place', 'stay', 'easy', 'access', 'everything', 'close', 'the', 'subway', 'read', 'read', 'less']",2019-08-06,,en,2,0,2
131,"['lobby', 'area', 'nice', 'so', 'pool', 'check', 'staff', 'could', 'a', 'little', 'friendlier', 't', 'hurt', 'speak', '1st', 'pool', 'concession', 'slow', 'the', 'drinks', 'horrible', 'especially', 'the', 'price', 'read', 'read', 'less']",2019-08-06,,en,1,4,-3
132,"['liked', 'location', 'convenience', 'store', 'bar', 'prices', 'high', 'read', 'read', 'less']",2019-08-06,Cape Coral,en,2,0,2
133,"['check', 'slow', 'room', 'smelt', 'cigarettes', 'staff', 'polite', 'moved', 'us', 'process', 'slow', 'read', 'read', 'less']",2019-08-06,,en,1,3,-2
134,"['mishaps', 'experience', 'staying', 'wyndham', 'garden', 'silicon', 'valley', 'san', 'jose', 'i', 'booked', '2', 'rooms', '1', 'my', 'family', '1', 'my', 'aunt', 'uncle', 'says', 'getting', 'king', 'size', 'bed', 'when', 'got', 'our', 'rooms', 'appears', 'be', 'queen', 'size', 'bed', 'rooms', 'trying', 'use', 'phone', 'our', 'room', 'working', 'i', 'go', 'my', 'aunt', 's', 'room', 'use', 'phone', 'i', 'wait', 'them', 'to', 'ring', 'back', 'i', 'decided', 'to', 'go', 'to', 'front', 'desk', 'told', 'that', 'king', 'size', 'bed', 'also', 'they', 'told', 'they', 't', 'transfer', 'us', 'they', 'fully', 'book', 'rooms', 'both', 'accessible', 'very', 'spacious', 'looks', 'clean', 'i', 'seen', 'water', 'stain', 'the', 'ceiling', 'we', 'slept', 'alright', 'its', 'comfortable', 'enough', 'staff', 'are', 'friendly', 'overall', 'experience', 'is', 'alright', 'nothing', 'standout', 'read', 'read', 'less']",2019-08-06,,en,7,1,6
135,"['checkin', 'person', 'nice', 'checkin', 'efficient', 'older', 'dirtier', 'expected', 'business', 'area', 'computer', 'outdated', 'no', 'printer', 'available', 'print', 'boarding', 'passes', 'a', 'hotel', 'silicon', 'valley', 'is', 'way', 'outdated', 'read', 'read', 'less']",2019-08-06,,en,3,0,3
136,"['front', 'receptionist', 'an', 'emergency', 'we', 'to', 'wait', 'someone', 'else', 'came', 'than', 'the', 'place', 'good', 'read', 'read', 'less']",2019-08-06,,en,1,1,0
137,"['room', 'size', 'cleanliness', 'nice', 'staff', 'close', 'so', 'many', 'attractions', 'read', 'read', 'less']",2019-08-06,Toronto,en,2,0,2
138,"['an', 'okay', 'lodging', 'experience', 'a', 'good', 'location', 'read', 'read', 'less']",2019-08-06,,en,1,0,1
139,"['everything', 'great', 'the', 'c', 'our', 'room', 't', 'working', 'it', 'really', 'hot', 'outside', 'read', 'read', 'less']",2019-08-06,,en,2,0,2
140,"['parking', 'fees', 'be', 'free', 'charging', '20', 'day', 'ridiculous', 'could', 'stayed', 'a', 'different', 'hotel', 'knew', 'have', 'pay', 'this', 'i', 'will', 'come', 'back', 'unless', 'parking', 'free', 'read', 'read', 'less']",2019-08-06,,en,2,1,1
141,"['hotel', 'perfectly', 'located', 'both', 'disney', 'universal', 'parks', 'lots', 'restaurants', 'bars', 'within', 'walking', 'distance', 'free', 'parking', 'is', 'bonus', 'lots', 'rooms', 'been', 'upgraded', 'some', 'still', 'be', 'refurbished', 'room', 'ideal', 'upgraded', 'air', 'con', 'bit', 'noisy', 'it', 'still', 'perfectly', 'clean', 'did', 'job', 'read', 'read', 'less']",2019-08-06,,en,8,1,7
142,"['property', 'nice', 'clean', 'however', 'stayed', '2', 'nights', 'no', 'one', 'ever', 'came', 'clean', 'room', 'we', 'lacked', 'towels', 'garbage', 'needed', 'empty', 'etc', 'self', 'parking', 'fee', '22', 'us', 'per', 'night', 'way', 'high', 'you', 'no', 'options', 'read', 'read', 'less']",2019-08-05,Ottawa Ont,en,3,2,1
143,"['the', 'minute', 'arrive', 'the', 'minute', 'leave', 'are', 'a', 'customer', 'are', 'treated', 'like', 'family', 'read', 'read', 'less']",2019-08-05,Weeki Wachee Fl.,en,1,0,1
144,"['things', 'kids', 'a', 'good', 'amount', 'pools', 'hotel', 'nice', 'clean', 'read', 'read', 'less']",2019-08-05,,en,3,0,3
145,"['beautiful', 'resort', 'property', 'pristine', 'pools', 'lush', 'landscaping', 'koi', 'pond', 'family', 'friendly', 'activities', 'pool', 'side', 'bars', 'numerous', 'dining', 'options', 'read', 'read', 'less']",2019-08-05,St. Pete,en,3,0,3
146,"['liked', 'this', 'property', 'extremely', 'kid', 'friendly', 'water', 'slides', 'lazy', 'river', 'great', 'bonuses', 'read', 'read', 'less']",2019-08-05,,en,4,1,3
147,"['property', 'nice', 'i', 'fell', 'lobby', 'wet', 'floor', 'broke', 'wrist', 'read', 'read', 'less']",2019-08-05,,en,1,2,-1
148,"['didn', 'like', 'trouble', 'checking', 'also', 'tgat', 'key', 'working', 'even', 'got', 'new', 'one', 'also', 'u', 'got', 'charged', 'my', 'card', 'lady', 'the', 'front', 'desk', 'asked', 'for', 'the', 'card', 'my', 'id', 'cards', 'told', 'that', 'i', 'wouldn', 't', 'get', 'charged', 'everything', 'payed', 'ready', 'i', 'read', 'read', 'less']",2019-08-05,New York,en,2,1,1
149,"['staff', 'personnel', 'all', 'friendly', 'attended', 'our', 'needs', 'the', 'spot', 'definitely', 'place', 'would', 'recommend', 'read', 'read', 'less']",2019-08-05,,en,2,0,2
150,"['would', 'recommend', 'hotel', 'due', 'location', 'its', 'right', 'front', 'madison', 'square', 'garden', 'has', 'lot', 'metro', 'entrances', 'close', 'makes', 'easier', 'commute', 'however', 'hotel', 'features', 'best', 'the', 'rooms', 'are', 'extremely', 'small', 'went', 'my', 'boyfriend', 'overall', 'fine', 'it', 'already', 'small', 'room', 'the', 'two', 'us', 'didn', 'clean', 'the', 'room', 'well', 'also', 'were', 'the', '30th', 'floor', 'wait', 'the', 'elevators', 'was', 'a', 'complete', 'nightmare', 'one', 'day', 'had', 'spent', '15', 'minutes', 'waiting', 'an', 'elevator', 'enough', 'space', 'be', 'able', 'go', 'another', 'day', 'had', 'wait', '30', 'minutes', 'the', 'lobby', 'be', 'able', 'to', 'go', 'the', 'elevators', 'need', 'major', 'improvement', 'since', 'are', 'really', 'slow', 'and', 'they', 'are', 'always', 'crowded', 'read', 'read', 'less']",2019-08-05,,en,9,3,6
151,"['excelente', 'ubicación', 'habitación', 'muy', 'limpia', 'de', 'echo', 'es', 'la', 'tercera', 'que', 'nos', 'quedamos', 'en', 'este', 'hotel', 'lo', 'volveremos', 'hacer', 'read', 'read', 'less']",2019-08-05,,es,0,0,0
152,"['clean', 'good', 'security', 'room', 'a', 'little', 'small', 'to', 'expected', 'the', 'area', 'read', 'read', 'less']",2019-08-05,,en,2,0,2
153,"['das', 'hotel', 'verfügt', 'über', 'den', 'einzigartigen', 'charm', 'der', '30er', 'jahre', 'und', 'ist', 'auf', 'alle', 'fälle', 'zu', 'empfehlen', 'read', 'read', 'less']",2019-08-05,,de,1,0,1
154,"['tiene', 'una', 'excelente', 'ubicación', 'cerca', 'al', 'empire', 'state', 'madison', 'square', 'garden', 'la', 'estación', 'del', 'tren', 'st', 'penn', 'igual', 'que', 'al', 'port', 'authority', 'si', 'deseas', 'ir', 'los', 'outlet', 'el', 'hotel', 'es', 'super', 'acogedor', 'se', 'descansa', 'muy', 'bn', 'siempre', 'tu', 'habitación', 'está', 'impecable', 'una', 'vista', 'hermosa', 'de', 'los', 'rascacielos', 'desde', 'de', 'tu', 'habitación', 'lo', 'recomiendo', 'al', '100', 'read', 'read', 'less']",2019-08-05,,es,1,0,1
155,"['first', 'room', 'basically', 'parking', 'lot', 'incredibly', 'loud', 'about', '1am', 'then', 'beginning', '5am', 'barely', 'got', 'sleep', 'due', 'only', 'location', 'mostly', 'due', 'the', 'fact', 'the', 'seal', 'the', 'door', 'non', 'existent', 'could', 'see', 'light', 'the', 'way', 'around', 'they', 'let', 'us', 'change', 'rooms', 'new', 'room', 'was', 'better', 'location', 'was', 'still', 'loud', 'also', 'soon', 'check', 'they', 'try', 'con', 'you', 'into', 'timeshare', 'also', 'dried', 'blood', 'stains', 'our', 'comforter', 'could', 'wait', 'check', 'i', 'mean', 'hotel', 'cheaper', 'others', 'in', 'the', 'area', 'it', 'was', 'a', 'terrible', 'experience', 'worth', 'the', 'savings', 'read', 'read', 'less']",2019-08-05,,en,5,4,1
156,"['given', 'room', 'the', 'first', 'floor', 'opening', 'the', 'parking', 'lot', 'to', 'deal', 'people', 'coming', 'leaving', 'all', 'times', 'car', 'alarms', 'etc', 'didn', 'car', 'not', 'sure', 'we', 'would', 'have', 'to', 'deal', 'that', 'meanwhile', 'that', 'cars', 'probably', 'in', 'much', 'better', 'room', 'locations', 'read', 'read', 'less']",2019-08-05,,en,1,0,1
157,"['rooms', 'kept', 'piling', 'wallpaper', 'old', 'soap', 'the', 'shower', 'pool', 'area', 'not', 'kept', 'including', 'jacuzzi', 'not', 'working', 'read', 'read', 'less']",2019-08-05,Los Banos,en,0,0,0
158,"['concierge', 'not', 'helpful', 'we', 'needed', 'get', 'taxi', 'read', 'read', 'less']",2019-08-05,,en,1,0,1
159,"['experience', 'horrible', 'staff', 'rude', 'room', 'small', 'had', 'wait', '3', 'hours', 'fresh', 'towels', 'overall', 'was', 'horrible', 'experience', 'read', 'read', 'less']",2019-08-05,,en,1,3,-2
160,"['overall', 'property', 'pleasing', 'room', 'clean', 'i', 'very', 'pleased', 'only', 'complain', 'the', 'parking', 'the', 'exception', 'valet', 'parking', '25', 'per', 'night', 'is', 'other', 'parking', 'this', 'property', 't', 'want', 'pay', 'the', 'valet', 'service', 'you', 'most', 'likely', 'have', 'park', 'vehicle', 'few', 'blocks', 'away', 'the', 'property', 'the', 'street', 'read', 'read', 'less']",2019-08-05,North Carolina,en,3,1,2
161,"['room', 'great', 'along', 'the', 'service', 'was', 'really', 'happy', 'this', 'hotel', 'read', 'read', 'less']",2019-08-05,,en,2,0,2
162,"['clean', 'everything', 'else', 'good', 'parking', 'easy', 'very', 'nice', 'people', 'read', 'read', 'less']",2019-08-05,,en,4,0,4
163,"['picture', 'expedia', 'misleading', 'actual', 'property', 'photo', 'lobby', 'accurate', 'however', 'location', 'great', 'grounds', 'well', 'kept', 'actual', 'room', 'a', 'bit', 'different', 'the', 'bathroom', 'extremely', 'small', 'little', 'room', 'move', 'let', 'alone', 'fit', 'two', 'guests', 'the', 'bathtub', 'cracked', 'peeling', 'one', 'corner', 'stains', 'the', 'tub', 'floor', 'also', 'there', 'was', 'mirror', 'the', 'room', 'aside', 'the', 'mirror', 'in', 'the', 'bathroom', 'wasn', 'conductive', 'two', 'guests', 'most', 'likely', 't', 'staying', 'this', 'location', 'read', 'read', 'less']",2019-08-05,Jacksonville,en,3,3,0
164,"['liked', 'fact', 'it', 'its', 'private', 'litle', 'balcony', 'well', 'kepted', 'very', 'clean', 'read', 'read', 'less']",2019-08-05,,en,3,0,3
